Date,Revenue,COGS,is_test,cogs_ratio,day_of_week,day_of_month,month,year,is_weekend,active_promos_count,is_promo_active,sessions_lag_1,total_stock_on_hand,total_stockouts,revenue_lag_1,revenue_lag_7,revenue_lag_30,revenue_rolling_mean_7,revenue_rolling_mean_30,revenue_rolling_std_7,is_payday,is_double_day,is_christmas
2013-09-25,4851490.55,4336304.71,0,0.8938087512094608,2,25,9,2013,0,1.0,1,18830.0,47865.0,303.0,4673257.46,4460453.69,3465971.03,3845030.384285714,4163730.4343333333,679169.3058017356,1,0,0
2013-09-26,4120039.5,3761711.17,0,0.9130279382030196,3,26,9,2013,0,1.0,1,16433.0,47865.0,303.0,4851490.55,2995364.48,3008572.56,3900892.792857143,4209914.418333333,750555.0873378968,0,0,0
2013-09-27,4676571.41,4202205.54,0,0.8985654599466493,4,27,9,2013,0,1.0,1,16255.0,47865.0,303.0,4120039.5,3316913.08,3749158.5,4061560.652857143,4246963.316333333,636047.9882288212,0,0,0
2013-09-28,7035889.97,6246182.51,0,0.887760117999685,5,28,9,2013,1,1.0,1,15631.0,47865.0,303.0,4676571.41,3799564.88,6385124.62,4255797.5571428565,4277877.08,575468.6001734436,0,0,0
2013-09-29,5087376.98,4359895.07,0,0.8570025549787348,6,29,9,2013,1,1.0,1,19359.0,47865.0,303.0,7035889.97,3243304.2,5499141.72,4718129.712857143,4299569.258333334,1155529.6816896335,0,0,0
2013-09-30,5768935.23,5117966.77,0,0.8871596864851609,0,30,9,2013,0,1.0,1,19815.0,49233.0,314.0,5087376.98,4426354.9,6810100.27,4981568.681428572,4285843.767,956288.4581703336,0,0,0
2013-10-01,5389130.81,4591599.54,0,0.8520111501988203,1,1,10,2013,0,1.0,1,17778.0,49233.0,314.0,5768935.23,4673257.46,6018993.92,5173365.871428572,4251138.265666666,960998.2913145201,1,0,0
2013-10-02,5393969.29,4651419.05,0,0.862336954461971,2,2,10,2013,0,1.0,1,13710.0,49233.0,314.0,5389130.81,4851490.55,5386759.65,5275633.492857143,4230142.8286666665,936691.1369499093,0,0,0
2013-10-03,2026611.74,1672946.51,0,0.8254894003525313,3,3,10,2013,0,0.0,0,12941.0,49233.0,314.0,5393969.29,4120039.5,4126941.12,5353130.455714285,4230383.15,918005.7540114177,0,0,0
2013-10-04,2912944.43,2284930.64,0,0.784405846011968,4,4,10,2013,0,0.0,0,13080.0,49233.0,314.0,2026611.74,4676571.41,5401049.96,5054069.3471428575,4160372.1706666667,1526191.2298650343,0,0,0
2013-10-05,2463961.82,1952842.64,0,0.792562053579223,5,5,10,2013,1,0.0,0,15477.0,49233.0,314.0,2912944.43,7035889.97,3168900.6,4802122.635714286,4077435.319666667,1730757.5037714394,1,0,0
2013-10-06,2875234.12,2170808.86,0,0.7550024691554508,6,6,10,2013,1,0.0,0,13994.0,49233.0,314.0,2463961.82,5087376.98,2705040.33,4148990.042857143,4053937.3603333333,1605424.8363294473,0,0,0
2013-10-07,2084519.3,1674894.34,0,0.803491884196035,0,7,10,2013,0,0.0,0,14105.0,49233.0,314.0,2875234.12,5768935.23,2468479.29,3832969.6342857145,4059610.4866666663,1607645.0296110318,0,0,0
2013-10-08,2982770.86,2404722.52,0,0.8062042419175304,1,8,10,2013,0,0.0,0,12570.0,49233.0,314.0,2084519.3,5389130.81,3056823.21,3306624.5014285715,4046811.820333333,1464978.762013063,0,0,0
2013-10-09,3524600.98,2822967.5,0,0.800932507259304,2,9,10,2013,0,0.0,0,13093.0,49233.0,314.0,2982770.86,5393969.29,3771227.87,2962858.7942857146,4044343.408666667,1141475.7454621855,0,0,0
2013-10-10,4018321.34,3267316.51,0,0.8131048349657372,3,10,10,2013,0,0.0,0,12218.0,49233.0,314.0,3524600.98,2026611.74,5357130.97,2695806.1785714286,4036122.512333333,536009.5783955607,0,1,0
2013-10-11,1938342.36,1556262.82,0,0.8028833564778515,4,11,10,2013,0,0.0,0,13055.0,49233.0,314.0,4018321.34,2912944.43,4636476.74,2980336.1214285716,3991495.5246666665,640099.1779545065,0,0,0
2013-10-12,3170838.37,2562812.71,0,0.8082445116872986,5,12,10,2013,1,0.0,0,13725.0,49233.0,314.0,1938342.36,2463961.82,3865949.23,2841107.2542857146,3901557.712,753201.8722725762,0,0,0
2013-10-13,3719451.39,2946745.46,0,0.7922527144520632,6,13,10,2013,1,0.0,0,13023.0,49233.0,314.0,3170838.37,2875234.12,3034568.95,2942089.618571428,3878387.35,741505.2514041942,0,0,0
2013-10-14,3097590.81,2398025.79,0,0.7741583498564163,0,14,10,2013,0,0.0,0,13045.0,49233.0,314.0,3719451.39,2084519.3,3664631.38,3062692.0857142853,3901216.7646666667,795506.8832284135,0,0,0
2013-10-15,4062456.23,3281418.54,0,0.8077424972034715,1,15,10,2013,0,0.0,0,14459.0,49233.0,314.0,3097590.81,2982770.86,3078369.62,3207416.5871428573,3882315.4123333334,670169.9859775867,1,0,0
2013-10-16,4801027.51,3944302.72,0,0.8215538677469483,2,16,10,2013,0,0.0,0,13895.0,49233.0,314.0,4062456.23,3524600.98,3927167.34,3361657.354285714,3915118.299333333,731307.3281258253,0,0,0
2013-10-17,3348412.32,2713865.33,0,0.8104931742695297,3,17,10,2013,0,0.0,0,12929.0,49233.0,314.0,4801027.51,4018321.34,5410121.46,3544004.001428571,3944246.9716666667,914817.4837049516,0,0,0
2013-10-18,3238854.55,2560313.88,0,0.790499801851244,4,18,10,2013,0,0.0,0,12216.0,49233.0,314.0,3348412.32,1938342.36,4460453.69,3448302.7128571426,3875523.3336666664,891675.7802669933,0,0,0
2013-10-19,3376648.2,2769325.22,0,0.8201402858609909,5,19,10,2013,1,0.0,0,12323.0,49233.0,314.0,3238854.55,3170838.37,2995364.48,3634090.1685714284,3834803.3623333336,618167.129168528,0,0,0
2013-10-20,2888479.98,2302148.44,0,0.7970103500596185,6,20,10,2013,1,0.0,0,11963.0,49233.0,314.0,3376648.2,3719451.39,3316913.08,3663491.572857143,3847512.8196666664,596993.3888231402,0,0,0
2013-10-21,3409990.75,2751364.44,0,0.8068539306155009,0,21,10,2013,0,0.0,0,14009.0,49233.0,314.0,2888479.98,3097590.81,3799564.88,3544781.3714285716,3833231.716333333,662982.3177955105,0,0,0
2013-10-22,3932052.89,3189287.97,0,0.8110999671726186,1,22,10,2013,0,0.0,0,12745.0,49233.0,314.0,3409990.75,4062456.23,3243304.2,3589409.9342857143,3820245.912,637902.8760049716,0,0,0
2013-10-23,4895108.72,3861527.06,0,0.7888541972975832,2,23,10,2013,0,0.0,0,14589.0,49233.0,314.0,3932052.89,4801027.51,4426354.9,3570780.8857142855,3843204.2016666667,623527.9440876946,0,0,0
2013-10-24,4333852.18,3403031.49,0,0.7852209417073381,3,24,10,2013,0,0.0,0,13717.0,49233.0,314.0,4895108.72,3348412.32,4673257.46,3584221.0585714285,3858829.3289999994,654700.385764594,0,0,0
2013-10-25,3503713.92,2743366.59,0,0.7829881812953495,4,25,10,2013,0,0.0,0,12783.0,49233.0,314.0,4333852.18,3238854.55,4851490.55,3724998.181428571,3847515.819666667,699929.6678369322,1,0,0
2013-10-26,2923604.47,2331573.03,0,0.7974994750230354,5,26,10,2013,1,0.0,0,12510.0,49233.0,314.0,3503713.92,3376648.2,4120039.5,3762835.2342857146,3802589.9320000005,676020.0731123472,0,0,0
2013-10-27,2949737.88,2365410.99,0,0.8019054865986941,6,27,10,2013,1,0.0,0,12422.0,49233.0,314.0,2923604.47,2888479.98,4676571.41,3698114.7014285713,3762708.7643333334,738000.1642010817,0,0,0
2013-10-28,3235799.73,2588267.2,0,0.7998848556675046,0,28,10,2013,0,0.0,0,13304.0,49233.0,314.0,2949737.88,3409990.75,7035889.97,3706865.8299999996,3705147.646666667,727081.9375094343,0,0,0
2013-10-29,5981959.98,4833162.34,0,0.8079563146793235,1,29,10,2013,0,0.0,0,14257.0,49233.0,314.0,3235799.73,3932052.89,5087376.98,3681981.3985714284,3578477.972,741768.4584902913,0,0,0
2013-10-30,6960811.52,5563340.73,0,0.7992373754145264,2,30,10,2013,0,0.0,0,15101.0,49233.0,314.0,5981959.98,4895108.72,5768935.23,3974825.2685714285,3608297.405333333,1149520.6011562103,0,0,0
2013-10-31,5649038.29,4525813.51,0,0.8011653095026198,3,31,10,2013,0,0.0,0,11718.0,50161.0,322.0,6960811.52,4333852.18,5389130.81,4269925.668571428,3648026.615,1601457.0560940877,0,0,0
2013-11-01,4823330.61,3780905.84,0,0.7838786402410843,4,1,11,2013,0,0.0,0,15782.0,50161.0,322.0,5649038.29,3503713.92,5393969.29,4457809.398571429,3656690.1976666665,1685168.199656957,1,0,0
2013-11-02,4871579.51,3874376.58,0,0.7953019286756956,5,2,11,2013,1,0.0,0,13644.0,50161.0,322.0,4823330.61,2923604.47,2026611.74,4646326.068571428,3637668.908333333,1633671.1723655285,0,0,0
2013-11-03,2310551.56,1894570.42,0,0.8199645715761478,6,3,11,2013,1,0.0,0,11668.0,50161.0,322.0,4871579.51,2949737.88,2912944.43,4924608.217142857,3732501.1673333333,1446499.8976670755,0,0,0
2013-11-04,2638652.15,2128739.96,0,0.806752780960537,0,4,11,2013,0,0.0,0,11609.0,50161.0,322.0,2310551.56,3235799.73,2463961.82,4833295.885714286,3712421.4050000003,1603588.968991891,0,0,0
2013-11-05,3529966.51,2818098.89,0,0.7983358714641178,1,5,11,2013,0,0.0,0,10715.0,50161.0,322.0,2638652.15,5981959.98,2875234.12,4747989.088571428,3718244.4159999997,1714764.8964484648,1,0,0
2013-11-06,2440647.75,1890461.99,0,0.7745738769554107,2,6,11,2013,0,0.0,0,11604.0,50161.0,322.0,3529966.51,6960811.52,2084519.3,4397704.3071428565,3740068.8290000004,1670554.3363838354,0,0,0
2013-11-07,2145217.46,1755584.37,0,0.8183712853055001,3,7,11,2013,0,0.0,0,10138.0,50161.0,322.0,2440647.75,5649038.29,2982770.86,3751966.6257142858,3751939.777333333,1359302.6677677624,0,0,0
2013-11-08,2200221.02,1790704.8,0,0.8138749624344558,4,8,11,2013,0,0.0,0,9896.0,50161.0,322.0,2145217.46,4823330.61,3524600.98,3251420.792857143,3724021.3306666664,1177225.6596306253,0,0,0
2013-11-09,2018930.67,1594615.53,0,0.7898317429592567,5,9,11,2013,1,0.0,0,11835.0,50161.0,322.0,2200221.02,4871579.51,4018321.34,2876690.851428571,3679875.3320000004,997189.7435927928,0,0,0
2013-11-10,2722218.97,2099682.78,0,0.7713129631155277,6,10,11,2013,1,0.0,0,11950.0,50161.0,322.0,2018930.67,2310551.56,1938342.36,2469169.588571429,3613228.9763333336,509898.84933887626,0,0,0
2013-11-11,3495969.18,2676318.51,0,0.765544080111141,0,11,11,2013,0,0.0,0,11694.0,50161.0,322.0,2722218.97,2638652.15,3170838.37,2527979.2185714287,3639358.196666667,512289.8466250979,0,1,0
2013-11-12,5162437.56,3979066.87,0,0.7707728807861843,1,12,11,2013,0,0.0,0,12691.0,50161.0,322.0,3495969.18,3529966.51,3719451.39,2650453.0800000005,3650195.890333333,631717.5611344464,0,0,0
2013-11-13,4681263.25,3622930.35,0,0.7739215157361637,2,13,11,2013,0,0.0,0,10332.0,50161.0,322.0,5162437.56,2440647.75,3097590.81,2883663.23,3698295.4293333334,1121770.6092039838,0,0,0
2013-11-14,3118904.74,2460188.52,0,0.788798865335015,3,14,11,2013,0,0.0,0,10669.0,50161.0,322.0,4681263.25,2145217.46,4062456.23,3203751.1585714286,3751084.5106666666,1282453.6989892721,0,0,0
2013-11-15,3370811.62,2719077.99,0,0.8066537963340711,4,15,11,2013,0,0.0,0,10545.0,50161.0,322.0,3118904.74,2200221.02,4801027.51,3342849.3414285714,3719632.7943333336,1198568.0437311833,1,0,0
2013-11-16,3365890.12,2733920.22,0,0.8122428607384249,5,16,11,2013,1,0.0,0,10155.0,50161.0,322.0,3370811.62,2018930.67,3348412.32,3510076.57,3671958.9313333333,1089252.0307519925,0,0,0
2013-11-17,2416530.15,1906202.04,0,0.7888178179775659,6,17,11,2013,1,0.0,0,10651.0,50161.0,322.0,3365890.12,2722218.97,3238854.55,3702499.3485714286,3672541.524666667,880994.5020892379,0,0,0
2013-11-18,2109164.6,1778409.36,0,0.8431818739988335,0,18,11,2013,0,1.0,1,12887.0,50161.0,322.0,2416530.15,3495969.18,3376648.2,3658829.517142857,3645130.711333333,943073.4909585154,0,0,0
2013-11-19,3237660.32,2746026.34,0,0.8481514638941493,1,19,11,2013,0,1.0,1,12188.0,50161.0,322.0,2109164.6,5162437.56,2888479.98,3460714.577142857,3602881.2580000004,1113292.1760812802,0,0,0
2013-11-20,3321114.32,2983892.23,0,0.8984611616741938,2,20,11,2013,0,1.0,1,11008.0,50161.0,322.0,3237660.32,4681263.25,3409990.75,3185746.4,3614520.6026666667,822714.6546747175,0,0,0
2013-11-21,2595234.4,2362389.95,0,0.9102799924353655,3,21,11,2013,0,1.0,1,11167.0,50161.0,322.0,3321114.32,3118904.74,3932052.89,2991439.41,3611558.055,512936.6105557331,0,0,0
2013-11-22,2550262.64,2542345.82,0,0.9968956844382113,4,22,11,2013,0,1.0,1,11384.0,50161.0,322.0,2595234.4,3370811.62,4895108.72,2916629.3614285714,3566997.4386666664,529178.4504803489,0,0,0
2013-11-23,2054330.57,2011741.48,0,0.9792686286121907,5,23,11,2013,1,1.0,1,11413.0,50161.0,322.0,2550262.64,3365890.12,4333852.18,2799408.0785714285,3488835.9026666665,501985.43159525644,0,0,0
2013-11-24,2519706.85,2537974.67,0,1.007249978306008,6,24,11,2013,1,1.0,1,11180.0,50161.0,322.0,2054330.57,2416530.15,3503713.92,2612042.4285714286,3412851.849,500072.2654646566,0,0,0
2013-11-25,2406331.38,2358037.25,0,0.9799303909671826,0,25,11,2013,0,1.0,1,11573.0,50161.0,322.0,2519706.85,2109164.6,2923604.47,2626781.957142857,3380051.613333333,494842.3412566364,1,0,0
2013-11-26,3107204.99,3083734.78,0,0.9924465202406872,1,26,11,2013,0,1.0,1,11593.0,50161.0,322.0,2406331.38,3237660.32,2949737.88,2669234.354285714,3362809.177,454105.15349548263,0,0,0
2013-11-27,3123410.59,3027393.58,0,0.9692589215431968,2,27,11,2013,0,1.0,1,12310.0,50161.0,322.0,3107204.99,3321114.32,3235799.73,2650597.8785714284,3368058.080666667,428864.3752686368,0,0,0
2013-11-28,3580033.44,3514991.8,0,0.9818321138363445,3,28,11,2013,0,1.0,1,12543.0,50161.0,322.0,3123410.59,2595234.4,5981959.98,2622354.488571428,3364311.776,381209.40276942,0,0,0
2013-11-29,1768057.43,1773822.57,0,1.0032607198737884,4,29,11,2013,0,1.0,1,10476.0,50161.0,322.0,3580033.44,2550262.64,6960811.52,2763040.0657142857,3284247.558,524371.0686864124,0,0,0
2013-11-30,2685677.46,2672025.29,0,0.9949166755117348,5,30,11,2013,1,1.0,1,11266.0,50813.0,312.0,1768057.43,2054330.57,5649038.29,2651296.464285714,3111155.755,646413.166546719,0,0,0
2013-12-01,2391698.09,2420438.06,0,1.0120165543135087,6,1,12,2013,1,1.0,1,11143.0,50813.0,312.0,2685677.46,2519706.85,4823330.61,2741488.8771428573,3012377.060666667,590899.1687641172,1,0,0
2013-12-02,2263746.75,2226485.61,0,0.9835400580917454,0,2,12,2013,0,1.0,1,12906.0,50813.0,312.0,2391698.09,2406331.38,4871579.51,2723201.911428571,2931322.6433333335,600804.5163608993,0,0,0
2013-12-03,1933337.47,1904782.57,0,0.9852302557400908,1,3,12,2013,0,1.0,1,12341.0,50813.0,312.0,2263746.75,3107204.99,2310551.56,2702832.6785714286,2844394.884666667,615573.4688650271,0,0,0
2013-12-04,2924599.17,2877557.67,0,0.9839152317067777,2,4,12,2013,0,1.0,1,14986.0,50813.0,312.0,1933337.47,3123410.59,2638652.15,2535137.318571429,2831821.0816666665,646185.9828806679,0,0,0
2013-12-05,2231578.75,2246889.53,0,1.006860963342656,3,5,12,2013,0,1.0,1,13847.0,50813.0,312.0,2924599.17,3580033.44,3529966.51,2506735.687142857,2841352.6489999997,619853.0027346531,1,0,0
2013-12-06,1718341.54,1744505.5,0,1.015226286154963,4,6,12,2013,0,1.0,1,12296.0,50813.0,312.0,2231578.75,1768057.43,2440647.75,2314099.302857143,2798073.0570000005,401930.40606343927,0,0,0
2013-12-07,1444180.43,1408359.66,0,0.9751964718148133,5,7,12,2013,1,1.0,1,12192.0,50813.0,312.0,1718341.54,2685677.46,2145217.46,2306997.032857143,2773996.183333333,413461.1624903175,0,0,0
2013-12-08,1714762.98,1677034.75,0,0.9779979913025647,6,8,12,2013,1,1.0,1,12562.0,50813.0,312.0,1444180.43,2391698.09,2200221.02,2129640.314285714,2750628.2823333335,484177.4093303228,0,0,0
2013-12-09,1959405.6,1928205.78,0,0.9840768955646548,0,9,12,2013,0,1.0,1,13175.0,50813.0,312.0,1714762.98,2263746.75,2018930.67,2032935.2985714283,2734446.3476666664,490671.7311462824,0,0,0
2013-12-10,2256213.74,2198430.55,0,0.9743893102964614,1,10,12,2013,0,1.0,1,14634.0,50813.0,312.0,1959405.6,1933337.47,2722218.97,1989457.9914285715,2732462.1786666666,480182.8199209163,0,0,0
2013-12-11,3016597.65,3024225.14,0,1.0025285075720987,2,11,12,2013,0,1.0,1,14413.0,50813.0,312.0,2256213.74,2924599.17,3495969.18,2035583.172857143,2716928.6709999996,489314.08338969375,0,0,0
2013-12-12,2988571.87,2946591.17,0,0.9859529227249267,3,12,12,2013,0,1.0,1,13334.0,50813.0,312.0,3016597.65,2231578.75,5162437.56,2048725.8128571429,2700949.62,517590.65091791004,0,1,0
2013-12-13,2131538.29,2083673.81,0,0.9775446304555946,4,13,12,2013,0,1.0,1,13714.0,50813.0,312.0,2988571.87,1718341.54,4681263.25,2156867.6871428574,2628487.430333333,629207.6036827022,0,0,0
2013-12-14,2245758.87,2305729.18,0,1.0267038063619003,5,14,12,2013,1,1.0,1,13337.0,50813.0,312.0,2131538.29,1444180.43,3118904.74,2215895.794285714,2543496.5983333336,599911.024763166,0,0,0
2013-12-15,2154695.59,2095032.07,0,0.9723100004117056,6,15,12,2013,1,1.0,1,12138.0,50813.0,312.0,2245758.87,1714762.98,3370811.62,2330407.0,2514391.7360000005,495465.5911315234,1,0,0
2013-12-16,2694197.04,2720062.14,0,1.0096003000582319,0,16,12,2013,0,1.0,1,12391.0,50813.0,312.0,2154695.59,1959405.6,3365890.12,2393254.515714286,2473854.5349999997,427614.5422757287,0,0,0
2013-12-17,3167410.81,3021649.06,0,0.9539807878599745,1,17,12,2013,0,1.0,1,12596.0,50813.0,312.0,2694197.04,2256213.74,2416530.15,2498224.7214285717,2451464.7656666664,392074.71508144675,0,0,0
2013-12-18,3189533.36,3219583.56,0,1.009421503589478,2,18,12,2013,0,1.0,1,13408.0,50813.0,312.0,3167410.81,3016597.65,2109164.6,2628395.7314285715,2476494.1210000003,445900.72817682795,0,0,0
2013-12-19,3062553.19,2981811.67,0,0.9736358799371579,3,19,12,2013,0,1.0,1,13825.0,50813.0,312.0,3189533.36,2988571.87,3237660.32,2653100.832857143,2512506.413,474845.07485631725,0,0,0
2013-12-20,2500743.7,2516358.41,0,1.0062440265269887,4,20,12,2013,0,1.0,1,13925.0,50813.0,312.0,3062553.19,2131538.29,3321114.32,2663669.5928571424,2506669.5086666667,484285.6587945423,0,0,1
2013-12-21,3213344.27,3159953.94,0,0.9833848086249407,5,21,12,2013,1,1.0,1,10678.0,50813.0,312.0,2500743.7,2245758.87,2595234.4,2716413.2228571433,2479323.8213333334,434185.72935020213,0,0,1
2013-12-22,3476225.97,3458589.82,0,0.9949266387880992,6,22,12,2013,1,1.0,1,11879.0,50813.0,312.0,3213344.27,2154695.59,2550262.64,2854639.708571429,2499927.483666667,412872.5593749381,0,0,1
2013-12-23,2932660.62,2856672.71,0,0.9740890884264678,0,23,12,2013,0,1.0,1,13955.0,50813.0,312.0,3476225.97,2694197.04,2054330.57,3043429.762857143,2530792.9280000003,334100.38930498704,0,0,1
2013-12-24,2629786.52,2542278.8,0,0.9667244016445866,1,24,12,2013,0,1.0,1,13029.0,50813.0,312.0,2932660.62,3167410.81,2519706.85,3077495.9885714287,2560070.5963333333,303293.3604495376,0,0,1
2013-12-25,3807864.44,3711704.9,0,0.9747471209873217,2,25,12,2013,0,1.0,1,12470.0,50813.0,312.0,2629786.52,3189533.36,2406331.38,3000692.5185714285,2563739.918666667,342293.4552554606,1,0,1
2013-12-26,3278628.42,3269160.78,0,0.9971123168632815,3,26,12,2013,0,1.0,1,13141.0,50813.0,312.0,3807864.44,3062553.19,3107204.99,3089025.5300000003,2610457.687333333,459027.1339218942,0,0,0
2013-12-27,1853472.36,1854636.14,0,1.0006278917480051,4,27,12,2013,0,1.0,1,13040.0,50813.0,312.0,3278628.42,2500743.7,3123410.59,3119893.4200000004,2616171.8016666668,464186.410604476,0,0,0
2013-12-28,3547336.16,3487806.62,0,0.9832185230508292,5,28,12,2013,1,1.0,1,12152.0,50813.0,312.0,1853472.36,3213344.27,3580033.44,3027426.0857142857,2573840.527333333,639457.9231408045,0,0,0
2013-12-29,6516622.75,6506519.56,0,0.9984496279150116,6,29,12,2013,1,1.0,1,13571.0,50813.0,312.0,3547336.16,3476225.97,1768057.43,3075139.2128571426,2572750.618,667488.2932042995,0,0,0
2013-12-30,5792994.45,5695206.04,0,0.9831195401887534,0,30,12,2013,0,1.0,1,14050.0,50813.0,312.0,6516622.75,2932660.62,2685677.46,3509481.61,2731036.128666667,1473974.7201228861,0,0,0
2013-12-31,6247467.59,6080338.22,0,0.9732484614618064,1,31,12,2013,0,1.0,1,11723.0,53127.0,329.0,5792994.45,2629786.52,2391698.09,3918100.728571429,2834613.3616666663,1670754.8294545235,0,0,0
2014-01-01,5743739.48,5563113.31,0,0.968552513457661,2,1,1,2014,0,1.0,1,14417.0,53127.0,329.0,6247467.59,3807864.44,2263746.75,4434912.3100000005,2963139.0116666663,1762813.433175187,1,1,0
2014-01-02,3787850.5,3666330.68,0,0.9679185279355667,3,2,1,2014,0,1.0,1,10162.0,53127.0,329.0,5743739.48,3278628.42,1933337.47,4711465.887142858,3079138.7693333332,1799515.377517997,0,0,0
2014-01-03,2354832.6,1871645.41,0,0.7948103869464012,4,3,1,2014,0,0.0,0,12776.0,53127.0,329.0,3787850.5,1853472.36,2924599.17,4784211.898571429,3140955.8703333335,1741289.3625323435,0,0,0
2014-01-04,2243604.06,1747621.88,0,0.7789350675359359,5,4,1,2014,1,0.0,0,10230.0,53127.0,329.0,2354832.6,3547336.16,2231578.75,4855834.79,3121963.651333333,1605681.1912578403,0,0,0
2014-01-05,2361866.5,1851453.14,0,0.7838940685258883,6,5,1,2014,1,0.0,0,11496.0,53127.0,329.0,2243604.06,6516622.75,1718341.54,4669587.3471428575,3122364.4949999996,1841106.3920011008,1,0,0
2014-01-06,2639202.87,2146455.69,0,0.8132969672013125,0,6,1,2014,0,0.0,0,8870.0,53127.0,329.0,2361866.5,5792994.45,1444180.43,4076050.7399999998,3143815.327,1815951.1869726097,0,0,0
2014-01-07,3437125.39,2809411.95,0,0.8173725515437189,1,7,1,2014,0,0.0,0,10178.0,53127.0,329.0,2639202.87,6247467.59,1714762.98,3625509.0857142853,3183649.408333333,1706936.5299317562,0,0,0
2014-01-08,2250519.73,1808614.16,0,0.8036428811934921,2,8,1,2014,0,0.0,0,10724.0,53127.0,329.0,3437125.39,5743739.48,1959405.6,3224031.6285714284,3241061.488666667,1259254.2026764832,0,0,0
2014-01-09,2214274.18,1884156.18,0,0.8509136750174271,3,9,1,2014,0,0.0,0,11340.0,53127.0,329.0,2250519.73,3787850.5,2256213.74,2725000.235714286,3250765.2929999996,628476.7729016298,0,0,0
2014-01-10,1886360.71,1560748.05,0,0.8273857919782479,4,10,1,2014,0,0.0,0,12137.0,53127.0,329.0,2214274.18,2354832.6,3016597.65,2500203.618571429,3249367.307666667,437293.5914238528,0,0,0
2014-01-11,2550841.93,2031865.95,0,0.7965471815809456,5,11,1,2014,1,0.0,0,10545.0,53127.0,329.0,1886360.71,2243604.06,2988571.87,2433279.062857143,3211692.743,495256.1998370612,0,0,0
2014-01-12,2172729.29,1773388.32,0,0.8162030714834244,6,12,1,2014,1,0.0,0,11306.0,53127.0,329.0,2550841.93,2361866.5,2131538.29,2477170.1871428574,3197101.745,489222.44878085656,0,0,0
2014-01-13,2467719.52,1991302.84,0,0.8069405067558083,0,13,1,2014,0,0.0,0,10212.0,53127.0,329.0,2172729.29,2639202.87,2245758.87,2450150.5857142857,3198474.7783333333,501715.4794472202,0,0,0
2014-01-14,3356963.59,2731972.75,0,0.8138225741078116,1,14,1,2014,0,0.0,0,11373.0,53127.0,329.0,2467719.52,3437125.39,2154695.59,2425652.964285714,3205873.466666667,495088.7969126363,0,0,0
2014-01-15,3637788.72,2842296.43,0,0.7813253184203617,2,15,1,2014,0,0.0,0,9693.0,53127.0,329.0,3356963.59,2250519.73,2694197.04,2414201.2785714283,3245949.066666667,467978.36966012843,1,0,0
2014-01-16,2005770.41,1635446.76,0,0.8153708678950947,3,16,1,2014,0,0.0,0,10310.0,53127.0,329.0,3637788.72,2214274.18,3167410.81,2612382.562857143,3277402.1226666667,646718.170742293,0,0,0
2014-01-17,2464459.86,2002144.2,0,0.8124069020138149,4,17,1,2014,0,0.0,0,11632.0,53127.0,329.0,2005770.41,1886360.71,3189533.36,2582596.31,3238680.776,672401.6443177776,0,0,0
2014-01-18,1718246.3,1332157.65,0,0.7753007528664545,5,18,1,2014,1,0.0,0,10035.0,53127.0,329.0,2464459.86,2550841.93,3062553.19,2665181.902857143,3214511.6593333334,604733.1886551002,0,0,0
2014-01-19,2453121.94,1918965.99,0,0.7822546277499764,6,19,1,2014,1,0.0,0,11008.0,53127.0,329.0,1718246.3,2172729.29,2500743.7,2546239.6700000004,3169701.429666667,704603.4345682135,0,0,0
2014-01-20,3133739.97,2422846.03,0,0.7731483955894399,0,20,1,2014,0,0.0,0,10951.0,53127.0,329.0,2453121.94,2467719.52,3213344.27,2586295.762857143,3168114.0376666663,687595.5053275249,0,0,0
2014-01-21,3590697.9,2848601.86,0,0.7933281883725166,1,21,1,2014,0,0.0,0,10678.0,53127.0,329.0,3133739.97,3356963.59,3476225.97,2681441.541428571,3165460.5609999998,714025.1249062248,0,0,0
2014-01-22,3244854.06,2563525.38,0,0.7900279435063405,2,22,1,2014,0,0.0,0,12658.0,53127.0,329.0,3590697.9,3637788.72,2932660.62,2714832.1571428576,3169276.2920000004,755160.4497231124,0,0,0
2014-01-23,3187811.81,2528375.63,0,0.7931382969561179,3,23,1,2014,0,0.0,0,11638.0,53127.0,329.0,3244854.06,2005770.41,2629786.52,2658698.6342857145,3179682.74,686612.6300936651,0,0,0
2014-01-24,1812010.8,1397879.36,0,0.7714520023832088,4,24,1,2014,0,0.0,0,8560.0,53127.0,329.0,3187811.81,2464459.86,3807864.44,2827561.6914285715,3198283.583,643255.2351123907,0,0,0
2014-01-25,2221742.74,1777122.99,0,0.7998779327619182,5,25,1,2014,1,0.0,0,10811.0,53127.0,329.0,1812010.8,1718246.3,3278628.42,2734354.682857143,3131755.1283333334,744015.1917091167,1,0,0
2014-01-26,2002533.83,1553846.68,0,0.7759402896079912,6,26,1,2014,1,0.0,0,11205.0,53127.0,329.0,2221742.74,2453121.94,1853472.36,2806282.7457142854,3096525.6056666668,647486.2762543405,0,0,0
2014-01-27,2983790.31,2360438.19,0,0.7910871558531202,0,27,1,2014,0,0.0,0,9240.0,53127.0,329.0,2002533.83,3133739.97,3547336.16,2741913.0157142854,3101494.3213333334,708015.5833340919,0,0,0
2014-01-28,5411096.61,4320849.3,0,0.7985163842787127,1,28,1,2014,0,0.0,0,7973.0,53127.0,329.0,2983790.31,3590697.9,6516622.75,2720491.6357142855,3082709.459666667,696357.2517276261,0,0,0
