Date,Revenue,COGS,day_of_week,day_of_month,week_of_year,month,quarter,year,day_of_year,is_weekend,is_month_start,is_month_end,days_since_start,is_post_2019,doy_sin,doy_cos,dow_sin,dow_cos,fourier_sin_year_order_1,fourier_cos_year_order_1,fourier_sin_year_order_2,fourier_cos_year_order_2,fourier_sin_year_order_3,fourier_cos_year_order_3,Revenue_lag_1,Revenue_lag_2,Revenue_lag_7,Revenue_lag_14,Revenue_lag_30,Revenue_lag_60,Revenue_diff_1,Revenue_diff_7,Revenue_pct_change_1,Revenue_pct_change_7,Revenue_ema_7,Revenue_rolling_std_7,Revenue_rolling_max_7,Revenue_rolling_min_7,Revenue_ema_14,Revenue_rolling_std_14,Revenue_rolling_max_14,Revenue_rolling_min_14,Revenue_ema_30,Revenue_rolling_std_30,Revenue_rolling_max_30,Revenue_rolling_min_30,Revenue_ema_ratio_7_30,Revenue_momentum_7,Revenue_momentum_30,COGS_lag_1,COGS_lag_2,COGS_lag_7,COGS_lag_14,COGS_lag_30,COGS_lag_60,COGS_diff_1,COGS_diff_7,COGS_pct_change_1,COGS_pct_change_7,COGS_ema_7,COGS_rolling_std_7,COGS_rolling_max_7,COGS_rolling_min_7,COGS_ema_14,COGS_rolling_std_14,COGS_rolling_max_14,COGS_rolling_min_14,COGS_ema_30,COGS_rolling_std_30,COGS_rolling_max_30,COGS_rolling_min_30,COGS_ema_ratio_7_30,COGS_momentum_7,COGS_momentum_30,gross_margin_lag_1,gross_margin_ratio_lag_1,cogs_revenue_ratio_lag_1,is_high_cogs_ratio_lag_1,is_payday_period,hist_avg_revenue_m_dow
2013-08-16,3619170.1,4661015.06,4,16,33,8,3,2013,228,0,0,0,408,0,-0.7036774074790128,-0.7105196029692745,-0.433883739117558,-0.9009688679024191,-0.7036774074790128,-0.7105196029692745,0.999953184360873,0.009676212407230897,-0.717295271600886,0.6967693257736101,3665019.45,2791478.67,2598855.08,7422715.15,4475453.64,5795298.96,873540.7800000003,599930.4500000002,0.31293120359038973,0.19573018923757202,2922417.991386908,642542.7967578052,3665019.45,1776113.02,3479625.784068823,1633586.9773850164,7422715.15,1776113.02,4361160.712239534,2447267.012217571,10998208.4,1776113.02,0.6701009626126558,1066164.37,-810434.1899999995,4896607.22,3740726.27,3418548.13,9601836.11,4375610.63,4637293.92,1155880.9499999997,673262.5199999996,0.30899907305968144,0.1594145322781726,3846462.075530065,863310.0374099152,4896607.22,2320738.01,4275457.44991843,2189652.8186608893,9601836.11,2320738.01,4803306.572559533,2405632.290222321,12167214.07,2320738.01,0.8007946229158547,1478059.0899999999,520996.58999999985,-1231587.7699999996,-0.3360385358928011,1.3360385358900726,1,0,4574679.664081632
2013-08-17,3066137.96,4129676.85,5,17,33,8,3,2013,229,1,0,0,409,0,-0.7157953492826642,-0.6983101158835584,-0.9749279121818236,-0.2225209339563146,-0.7157953492826642,-0.6983101158835584,0.9996942666129788,-0.024725964109382385,-0.6803978890506108,0.7328428976086707,3619170.1,3665019.45,1776113.02,5599602.67,6265533.39,6632615.61,-45849.35000000009,1020315.02,-0.01250998818028104,0.39260173753128247,3096606.0185401808,775549.516116623,3665019.45,1776113.02,3498231.6928596464,1128991.9120194027,5599602.67,1776113.02,4313290.350159564,2458651.8718801667,10998208.4,1776113.02,0.7179219962362254,1843057.08,-2646363.2899999996,4661015.06,4896607.22,2320738.01,7786528.35,6163756.55,5459331.17,-235592.16000000015,1242466.9299999997,-0.04811334653058008,0.363448716458469,4050100.321647549,1009075.9761163496,4896607.22,2320738.01,4326865.13126264,1610657.6945953192,7786528.35,2320738.01,4794126.474975048,2402726.2540697632,12167214.07,2320738.01,0.8448046464314818,2340277.05,-1502741.4900000002,-1041844.9599999995,-0.2878684701769394,1.2878684701741763,1,0,3851887.56122449
2013-08-18,2385617.18,2947242.18,6,18,33,8,3,2013,230,1,0,0,410,0,-0.7277014757264236,-0.6858939875998223,-0.7818314824680299,0.6234898018587334,-0.7277014757264236,-0.6858939875998223,0.9982521339365441,-0.0590988755488295,-0.641688797825113,0.7669651144255266,3066137.96,3619170.1,2074476.53,5021938.29,6310739.5,7437341.02,-553032.1400000001,1290024.94,-0.15280634087908718,0.7263191730895593,3088989.003905135,687889.9237011572,3665019.45,1933036.01,3440619.195145027,849101.7879076244,5021938.29,1776113.02,4232828.905633141,2470276.6683116737,10998208.4,1776113.02,0.7297693983772752,991661.4299999999,-3244601.54,4129676.85,4661015.06,2834815.33,7089757.76,5960928.51,6031157.35,-531338.2099999995,1808938.8400000003,-0.1139962439855321,0.7794670627211386,4069994.4537356617,890508.0289782893,4896607.22,2566277.36,4300573.360427621,1205411.6946247583,7089757.76,2320738.01,4751258.757234722,2404254.4016538044,12167214.07,2320738.01,0.856613933629637,1294861.52,-1831251.6599999997,-1063538.8900000001,-0.3468659609812637,1.3468659609780023,1,0,4069979.1214583335
2013-08-19,2870843.18,3669528.41,0,19,34,8,3,2013,231,0,0,0,411,0,-0.7393922635959241,-0.673274892250183,0.0,1.0,-0.7393922635959241,-0.673274892250183,0.9956284932063294,-0.09340183893100905,-0.6012710693734842,0.7990451183346701,2385617.18,3066137.96,1933036.01,2231563.34,4157746.85,7078652.68,-680520.7799999998,311140.65000000014,-0.22194721466479606,0.14998513866049867,2913146.047928851,640759.3917794148,3665019.45,1933036.01,3299952.2597923568,570187.5317223584,3665019.45,1776113.02,4113653.9555922938,2495277.063202947,10998208.4,1776113.02,0.7081650715810702,452581.17000000016,-1772129.67,2947242.18,4129676.85,2566277.36,3064145.21,3978173.28,5515676.8,-1182434.67,112426.8500000001,-0.28632619765393985,0.03965932059496802,3789306.3853017464,872547.7845477974,4896607.22,2566277.36,4120129.2030372713,762594.6571316451,4896607.22,2320738.01,4634870.590961515,2432651.6421642182,12167214.07,2320738.01,0.8175646570765357,380964.8200000003,-1030931.0999999996,-561625.0,-0.23542125899581495,1.2354212589916231,1,0,4118305.7669387753
2013-08-20,2730112.88,3528369.0,1,20,34,8,3,2013,232,0,0,0,412,0,-0.7508642533989489,-0.6604565640279754,0.7818314824680298,0.6234898018587336,-0.7508642533989489,-0.6604565640279754,0.9918264497026016,-0.12759425406472188,-0.5592523247663436,0.828997489286572,2870843.18,2385617.18,2531884.21,2493225.51,4847680.2,5526354.45,485226.0,937807.1700000002,0.20339642255594415,0.4851472839349744,2902570.3309466382,497671.41011821665,3665019.45,2385617.18,3242737.7158200424,561038.1193305464,3665019.45,1776113.02,4033472.615231501,2516626.3144246,10998208.4,1776113.02,0.71962068614983,338958.9700000002,-1976837.02,3669528.41,2947242.18,3266499.42,3592496.3,4301699.27,4396745.86,722286.23,1103251.0500000003,0.24507189633123394,0.42990327826451313,3759361.89147631,708597.0675229639,4896607.22,2947242.18,4060049.0972989686,752889.3107625525,4896607.22,2320738.01,4572590.450254321,2438051.999930552,12167214.07,2320738.01,0.8221514549283543,403028.9900000002,-632170.8599999994,-798685.23,-0.27820580224002966,1.2782058022365463,1,0,4268881.215
2013-08-21,2707776.73,3591906.04,2,21,34,8,3,2013,233,0,0,0,413,0,-0.7621140503891487,-0.6474427960827475,0.9749279121818236,-0.22252093395631434,-0.7621140503891487,-0.6474427960827475,0.9868505034357966,-0.16163565160110782,-0.5157444481311303,0.8567424725213031,2730112.88,2870843.18,2791478.67,2638845.23,5926190.4,5117274.96,-140730.30000000028,198228.66999999993,-0.0490205459428823,0.0782929445260847,2859455.968209978,472248.2009335339,3665019.45,2385617.18,3174387.7377107036,558562.222825241,3665019.45,1776113.02,3949384.890377856,2541866.5234828596,10998208.4,1776113.02,0.7240256514804159,-61365.79000000004,-3196077.5200000005,3528369.0,3669528.41,3740726.27,3381813.66,5032346.99,4111300.17,-141159.41000000015,261869.58000000007,-0.03846799758119335,0.08016826159424206,3701613.668607232,675623.6370220174,4896607.22,2947242.18,3989158.417659106,752782.2298975281,4896607.22,2320738.01,4505221.324431462,2450342.422849883,12167214.07,2320738.01,0.8216274855411554,-212357.27000000002,-1503977.9900000002,-798256.1200000001,-0.29238941944300717,1.2923894194393442,1,0,4947728.397755102
2013-08-22,3821233.2,5275320.79,3,22,34,8,3,2013,234,0,0,0,414,0,-0.7731383255706026,-0.6342374393978054,0.43388373911755823,-0.900968867902419,-0.7731383255706026,-0.6342374393978054,0.9807065438204117,-0.1954857409322303,-0.4708632887360563,0.8822061909330864,2707776.73,2730112.88,3665019.45,3065089.0,4436778.28,5844565.63,-22336.149999999907,-83701.93999999994,-0.008181401642264663,-0.029984803716949004,2821536.1586574838,479946.66165652865,3665019.45,2385617.18,3112172.93668261,558321.5980416628,3665019.45,1776113.02,3869281.138095414,2553073.479798535,10998208.4,1776113.02,0.7292145641396953,-957242.7200000002,-1729001.5500000003,3591906.04,3528369.0,4896607.22,4223344.7,3552350.42,4855247.11,63537.04000000004,-148820.22999999998,0.01800748164378496,-0.03978377974178793,3674186.761455424,685177.4260344973,4896607.22,2947242.18,3936191.4339712253,751440.4771795932,4896607.22,2320738.01,4446297.757693948,2464340.449532896,12167214.07,2320738.01,0.8263474381780407,-1304701.1799999997,39555.62000000011,-884129.31,-0.32651484895386296,1.32651484895017,1,0,5245800.323061225
2013-08-23,3454696.96,4693020.59,4,23,34,8,3,2013,235,0,0,0,415,0,-0.7839338166829201,-0.620844401650647,-0.433883739117558,-0.9009688679024191,-0.7839338166829201,-0.620844401650647,0.973401842704431,-0.22910445787810024,-0.4247283525160176,0.9053208417842977,3821233.2,2707776.73,3619170.1,2598855.08,7329505.1,5243774.5,1113456.4700000002,156213.75,0.4112068981403796,0.04262289794942298,3071460.4189931126,517813.627249367,3821233.2,2385617.18,3206714.3051249282,628413.5839940563,3821233.2,1776113.02,3866181.2711215164,2556241.783168241,10998208.4,1776113.02,0.7944429408748823,202063.1000000001,-3508271.8999999994,5275320.79,3591906.04,4661015.06,3418548.13,5924978.27,4800223.91,1683414.75,378713.5700000003,0.4686689270969906,0.07734203561461084,4074470.268591568,783277.965975782,5275320.79,2947242.18,4114742.014775062,866939.2371698646,5275320.79,2320738.01,4499783.114616919,2449940.9002102003,12167214.07,2320738.01,0.9054814787288666,614305.7300000004,-649657.4799999995,-1454087.5899999999,-0.3805283566562215,1.3805283566536044,1,0,4574679.664081632
2013-08-24,2837188.07,4087795.83,5,24,34,8,3,2013,236,1,0,0,416,0,-0.7944973291665992,-0.6072676460566135,-0.9749279121818236,-0.2225209339563146,-0.7944973291665992,-0.6072676460566135,0.9649450457625344,-0.2624520121057191,-0.3774624838618108,0.9260248772451376,3454696.96,3821233.2,3066137.96,1776113.02,6342757.31,6728887.1,-366536.2400000002,-164473.14000000013,-0.0959209294004878,-0.045444987512468726,3167269.554244835,489513.2423337064,3821233.2,2385617.18,3239778.6591082714,653182.0571550305,3821233.2,1776113.02,3839633.896210451,2505741.32958113,10998208.4,1776113.02,0.8248884242225648,388559.0,-2888060.3499999996,4693020.59,5275320.79,4129676.85,2320738.01,4978292.65,6142934.34,-582300.2000000002,32005.53000000026,-0.11038195081971502,0.006866643764931402,4229107.848943676,788050.0666158596,5275320.79,2947242.18,4191845.824805054,908714.3588075857,5275320.79,2320738.01,4512250.048512602,2444881.901666443,12167214.07,2320738.01,0.937250330426251,563343.7399999998,-285272.0600000005,-1238323.63,-0.35844638309358845,1.3584463830906939,1,0,3851887.56122449
2013-08-25,3018860.44,3945685.24,6,25,34,8,3,2013,237,1,0,0,417,0,-0.8048257371083452,-0.593511190196115,-0.7818314824680299,0.6234898018587334,-0.8048257371083452,-0.593511190196115,0.9553461622632788,-0.29548893422398215,-0.3291915385199954,0.9442631682782286,2837188.07,3454696.96,2385617.18,2074476.53,6941436.71,8817278.13,-617508.8900000001,-228949.89000000013,-0.17874473424146586,-0.07467044633568942,3084749.1831836263,492403.416985842,3821233.2,2385617.18,3186099.9138938356,580750.660131698,3821233.2,1933036.01,3774959.9719388094,2492318.958809873,10998208.4,1776113.02,0.817160766234863,451570.88999999966,-4104248.64,4087795.83,4693020.59,2947242.18,2834815.33,5543496.22,8290194.65,-605224.7599999998,-41881.02000000002,-0.12896273272050562,-0.010141476323988874,4193779.8442077567,786850.8187963563,5275320.79,2947242.18,4177972.4921643804,817061.8224477716,5275320.79,2566277.36,4484865.905382758,2450516.241670197,12167214.07,2320738.01,0.9350959276541604,1140553.65,-1455700.3899999997,-1250607.7600000002,-0.4407912796544335,1.4407912796509088,1,1,4069979.1214583335
2013-08-26,3465971.03,4845153.03,0,26,35,8,3,2013,238,0,0,0,418,0,-0.8149159841660791,-0.5795791048257612,0.0,1.0,-0.8149159841660791,-0.5795791048257612,0.9446165532223606,-0.3281761224987386,-0.2800440484743445,0.9599871514317777,3018860.44,2837188.07,2870843.18,1933036.01,4353958.13,7748199.74,181672.3700000001,633243.2599999998,0.06403254402518344,0.26544211087547565,3068276.99738772,419365.60428276344,3821233.2,2707776.73,3163801.317374658,531216.4073691567,3821233.2,1933036.01,3726179.3569750153,2448988.5755992266,10998208.4,1776113.02,0.8234378175156797,148017.25999999978,-1335097.69,3945685.24,4087795.83,3669528.41,2566277.36,3499528.32,7462815.86,-142110.58999999985,998443.06,-0.0347646007555128,0.33877197699443884,4131756.1931558177,648850.5605134049,5275320.79,3528369.0,4147000.858542463,763134.1362889595,5275320.79,2566277.36,4450080.056003225,2454921.494876287,12167214.07,2320738.01,0.9284678345443993,276156.8300000001,446156.9200000004,-926824.8000000003,-0.3070114761571854,1.307011476153873,1,1,4118305.7669387753
2013-08-27,3008572.56,3950990.04,1,27,35,8,3,2013,239,0,0,0,419,0,-0.8247650844733614,-0.5654755126737576,0.7818314824680298,0.6234898018587336,-0.8247650844733614,-0.5654755126737576,0.9327689179559782,-0.3604748891327019,-0.23015087970124354,0.973154958150419,3465971.03,3018860.44,2730112.88,2531884.21,6017516.42,6285354.21,447110.58999999985,595127.8499999996,0.14810575012868088,0.20730071713635012,3167700.5055407896,433996.69610576116,3821233.2,2707776.73,3204090.61239137,456028.3887492732,3821233.2,2385617.18,3709391.7229766273,2451469.7607247625,10998208.4,1776113.02,0.8539676427029677,735858.1499999999,-2551545.39,4845153.03,3945685.24,3528369.0,3266499.42,4917333.26,6043485.1,899467.79,1175624.62,0.22796237796200902,0.3203748516556655,4310105.402366864,666804.7165088981,5275320.79,3528369.0,4240087.814736801,689720.9087079846,5275320.79,2947242.18,4475568.634970759,2440435.3781154947,12167214.07,2320738.01,0.9630296737445506,1316784.0300000003,-72180.22999999952,-1379182.0000000005,-0.3979208100871003,1.397920810084215,1,1,4268881.215
2013-08-28,3749158.5,4845899.79,2,28,35,8,3,2013,240,0,0,0,420,0,-0.8343701235229538,-0.5512045872199277,0.9749279121818236,-0.22252093395631434,-0.8343701235229538,-0.5512045872199277,0.9198172790502196,-0.3923470060554182,-0.179644883710313,0.9837315262594303,3008572.56,3465971.03,2707776.73,2791478.67,8158241.16,9546012.78,-457398.46999999974,278459.68000000017,-0.13196834769850907,0.10199566546860139,3127918.519155592,400804.3642660451,3821233.2,2707776.73,3178021.538739187,429886.6153174971,3821233.2,2385617.18,3664177.583429748,2431517.975643437,10998208.4,1776113.02,0.853648178323076,300795.8300000001,-5149668.6,3950990.04,4845153.03,3591906.04,3740726.27,6599164.67,9167617.84,-894162.9900000002,422621.04000000004,-0.18454793573362127,0.11977801641494978,4220326.561775148,603417.8451503682,5275320.79,3591906.04,4201541.444771894,649862.9993423047,5275320.79,2947242.18,4441724.854650065,2447370.777297848,12167214.07,2320738.01,0.9501548834902199,359084.0,-2648174.63,-942417.48,-0.3132440588359509,1.313244058832627,1,1,4947728.397755102
2013-08-29,6385124.62,8251851.88,3,29,35,8,3,2013,241,0,0,0,421,0,-0.8437282590292712,-0.5367705514607103,0.43388373911755823,-0.900968867902419,-0.8437282590292712,-0.5367705514607103,0.9057769657642539,-0.42375475016912983,-0.1286605437981047,0.9916886933254689,3749158.5,3008572.56,3821233.2,3665019.45,7711378.77,7372318.59,740585.94,1041381.77,0.2461585769432133,0.3845892308853691,3283228.5143666943,385946.94724386017,3821233.2,2837188.07,3254173.133573962,452115.0482439359,3821233.2,2385617.18,3669660.223208474,2300839.1113098045,10998208.4,1776113.02,0.8946955071189506,-72074.70000000019,-3962220.2699999996,4845899.79,3950990.04,5275320.79,4896607.22,7073525.07,7149429.97,894909.75,1253993.75,0.2265026590651693,0.34911652366051316,4376719.868831361,524847.4182614281,5275320.79,3945685.24,4287455.890802308,664560.9917953761,5275320.79,2947242.18,4467800.656930706,2426904.136840701,12167214.07,2320738.01,0.9796139543585384,-429421.0,-2227625.2800000003,-1096741.29,-0.29252998772846617,1.292529987725799,1,1,5245800.323061225
2013-08-30,5499141.72,7247803.25,4,30,35,8,3,2013,242,0,0,0,422,0,-0.8528367217694595,-0.522177676659508,-0.433883739117558,-0.9009688679024191,-0.8528367217694595,-0.522177676659508,0.8906645958869751,-0.4546609479969567,-0.07733361695682096,0.9970052716452285,6385124.62,3749158.5,3454696.96,3619170.1,10104475.36,6359864.53,2635966.12,2563891.42,0.7030820702832383,0.6709591605139409,4058702.5407750206,1225674.4150669468,6385124.62,2837188.07,3671633.3317641006,969253.374007002,6385124.62,2385617.18,3844851.474614379,2235840.48801205,10998208.4,1776113.02,1.0556201110919463,2930427.66,-3719350.7399999993,8251851.88,4845899.79,4693020.59,4661015.06,10851542.12,6248239.94,3405952.09,2976531.09,0.7028523571677077,0.5642369835863574,5345502.871623521,1513276.4600583338,8251851.88,3945685.24,4816042.022695334,1263112.8036224856,8251851.88,2947242.18,4711932.993902919,2472924.054858145,12167214.07,2320738.01,1.1344607146428176,3558831.29,-2599690.2399999993,-1866727.2599999998,-0.29235565021706283,1.2923556502154967,1,1,4574679.664081632
2013-08-31,6810100.27,8325085.12,5,31,35,8,3,2013,243,1,0,1,423,0,-0.8616928164028522,-0.5074302810827518,-0.9749279121818236,-0.2225209339563146,-0.8616928164028522,-0.5074302810827518,0.8744980560685747,-0.48502901968055895,-0.02580077239154163,0.999667104662347,5499141.72,6385124.62,2837188.07,3066137.96,10998208.4,7209130.33,-885982.9000000004,2044444.7599999998,-0.13875733877219143,0.5917870029329577,4418812.335581265,1389356.1799966893,6385124.62,2837188.07,3915301.1168622207,1124810.2790185295,6385124.62,2385617.18,3951579.877542484,1924656.4247814524,10998208.4,1776113.02,1.1182394061380265,2661953.65,-5499066.680000001,7247803.25,8251851.88,4087795.83,4129676.85,12167214.07,6927420.38,-1004048.6299999999,2554782.66,-0.12167555169446398,0.5443791713686046,5821077.966217641,1734122.6248019321,8251851.88,3945685.24,5140276.853002623,1467611.6943061945,8251851.88,2947242.18,4875537.526554344,2251880.8683335246,12167214.07,2320738.01,1.1939356295591048,3160007.42,-4919410.82,-1748661.5300000003,-0.3179880823287494,1.317988082326931,1,0,3851887.56122449
2013-09-01,6018993.92,6937336.62,6,1,35,9,3,2013,244,1,1,0,424,0,-0.8702939222685674,-0.49253272872205434,-0.7818314824680299,0.6234898018587334,-0.8702939222685674,-0.49253272872205434,0.8572964806503138,-0.5148230222752145,0.02580077239154065,0.9996671046623471,6810100.27,5499141.72,3018860.44,2385617.18,7422715.15,8038680.63,1310958.5499999998,3972912.1999999997,0.2383933014914188,1.4002992054030452,5016634.319185949,1628515.6278994991,6810100.27,3008572.56,4301274.337280591,1420038.9639180496,6810100.27,2385617.18,4136000.548023614,1471797.5671184466,7422715.15,1776113.02,1.2129191621048059,3791239.8299999996,-612614.8800000008,8325085.12,7247803.25,3945685.24,2947242.18,9601836.11,7869401.17,1077281.87,4237289.29,0.14863563935734603,1.0365706767698328,6447079.754663231,1960817.3072748983,8325085.12,3945685.24,5564917.95526894,1754829.7412498263,8325085.12,2947242.18,5098088.984196,1899362.0184730354,9601836.11,2320738.01,1.2646071448804517,4379399.88,-1276750.9899999993,-1514984.8500000006,-0.22246146017432664,1.2224614601728583,1,1,3918689.85375
2013-09-02,5386759.65,5986639.99,0,2,36,9,3,2013,245,0,0,0,425,0,-0.8786374941610001,-0.4774894280028391,0.0,1.0,-0.8786374941610001,-0.4774894280028391,0.8390802290175676,-0.5440076922910431,0.07733361695682177,0.9970052716452283,6018993.92,6810100.27,3465971.03,2870843.18,5599602.67,2521315.44,-791106.3499999996,3000133.48,-0.11616662290348323,0.9937966791204167,5267224.219389461,1547341.3209077716,6810100.27,3008572.56,4530303.614976512,1478866.9541748103,6810100.27,2707776.73,4257483.991376929,1361249.5319370003,6810100.27,1776113.02,1.237168297061194,2553022.89,419391.25,6937336.62,8325085.12,4845153.03,3669528.41,7786528.35,2408274.98,-1387748.5,2991651.38,-0.16669481212463566,0.7582083207427868,6569643.970997424,1777209.7374095514,8325085.12,3950990.04,5747907.110566415,1729553.092316919,8325085.12,3528369.0,5216750.121989806,1713477.048908371,8325085.12,2320738.01,1.2593365251082786,2092183.5899999999,-849191.7299999995,-918342.7000000002,-0.15257411989518582,1.1525741198935244,0,1,4335334.373829787
2013-09-03,4126941.12,3701795.41,1,3,36,9,3,2013,246,0,0,0,426,0,-0.886721063082993,-0.46230483047981086,0.7818314824680298,0.6234898018587336,-0.886721063082993,-0.46230483047981086,0.8198708615029215,-0.5725484874300667,0.12866054379810374,0.991688693325469,5386759.65,6018993.92,3008572.56,2730112.88,5021938.29,2494107.65,-632234.2699999996,1920788.6200000006,-0.10503985855496589,0.5541848455669292,5297108.077042095,1394597.174888004,6810100.27,3008572.56,4644497.752979644,1480431.7166184806,6810100.27,2707776.73,4330340.485481643,1350236.151153646,6810100.27,1776113.02,1.2232544056961587,2378187.0900000003,364821.36000000034,5986639.99,6937336.62,3950990.04,3528369.0,7089757.76,2432073.97,-950696.6299999999,1141486.96,-0.13704057941475523,0.23559358247968487,6423892.975748068,1665689.7653715303,8325085.12,3950990.04,5779738.16115756,1679046.4631254869,8325085.12,3528369.0,5266420.43605498,1626280.388113547,8325085.12,2320738.01,1.219783542490569,2035649.9500000002,-1103117.7699999996,-599880.3399999999,-0.11136200220087529,1.111362002199019,0,1,4035878.9368085107
2013-09-04,5401049.96,4808183.3,2,4,36,9,3,2013,247,0,0,0,427,0,-0.8945422369764496,-0.4469834295196741,0.9749279121818236,-0.22252093395631434,-0.8945422369764496,-0.4469834295196741,0.7996911138678691,-0.600411627469661,0.17964488371031379,0.9837315262594302,4126941.12,5386759.65,3749158.5,2707776.73,2231563.34,2452372.43,-1259818.5300000003,1118368.56,-0.23387316528963753,0.3717273018005589,5004566.337781572,1132367.101577026,6810100.27,3749158.5,4575490.201915692,1419060.423395858,6810100.27,2707776.73,4317217.945773151,1324060.076792257,6810100.27,1776113.02,1.1592109549784926,377782.6200000001,1895377.7800000003,3701795.41,5986639.99,4845899.79,3591906.04,3064145.21,2331799.51,-2284844.58,-249194.6299999999,-0.3816572541219403,-0.06307143968401396,5743368.58431105,1730799.7913677956,8325085.12,3701795.41,5502679.127669885,1664804.6363031878,8325085.12,3591906.04,5165476.885986918,1557162.7381358314,8325085.12,2320738.01,1.1118757688918788,-1144104.38,637650.2000000002,425145.70999999996,0.10301714941815544,0.8969828505794214,0,0,3511808.885106383
2013-09-05,3168900.6,2729766.04,3,5,36,9,3,2013,248,0,0,0,428,0,-0.9020987014301837,-0.43152975897147144,0.43388373911755823,-0.900968867902419,-0.9020987014301837,-0.43152975897147144,0.7785648703932891,-0.6275641342440474,0.2301508797012426,0.9731549581504192,5401049.96,4126941.12,6385124.62,3821233.2,2493225.51,2958215.01,1274108.8399999999,1651891.46,0.3087295900165399,0.44060326070503564,5103687.243336179,865569.5532540248,6810100.27,4126941.12,4685564.836326933,1367274.325908173,6810100.27,2837188.07,4387142.591852303,1351678.5528420238,6810100.27,1776113.02,1.1633283250931925,-984074.6600000001,2907824.45,4808183.3,3701795.41,8251851.88,5275320.79,3592496.3,2950992.63,1106387.8899999997,-37716.49000000022,0.2988787243647264,-0.007783175805210041,5509572.263233288,1736750.1565297972,8325085.12,3701795.41,5410079.683980566,1593034.1845221494,8325085.12,3701795.41,5142425.686890988,1538102.1811558057,8325085.12,2320738.01,1.0713956017424837,-3443668.58,1215687.0,592866.6600000001,0.10976877910585046,0.8902312208922981,0,0,3652046.913829787
2013-09-06,2705040.33,2367475.06,4,6,36,9,3,2013,249,0,0,0,429,0,-0.9093882203647925,-0.4159483918249421,-0.433883739117558,-0.9009688679024191,-0.9093882203647925,-0.4159483918249421,0.756517135610563,-0.6539738706764888,0.28004404847434183,0.9599871514317785,3168900.6,5401049.96,5499141.72,3454696.96,2638845.23,2571901.18,-2232149.36,-3216224.02,-0.4132806355303552,-0.5037057553936981,4619990.582502135,1204488.8188471834,6810100.27,3168900.6,4483342.938150008,1402796.7484585594,6810100.27,2837188.07,4308546.334313445,1339362.53809146,6810100.27,1776113.02,1.0722852266198493,-2330241.1199999996,530055.3700000001,2729766.04,4808183.3,7247803.25,4693020.59,3381813.66,2450996.77,-2078417.2599999998,-5522085.84,-0.43226664424378325,-0.6691935241086756,4814620.707424966,2020996.693112527,8325085.12,2729766.04,5052704.531449825,1756663.9746376008,8325085.12,2729766.04,4986770.225801247,1562667.6523078687,8325085.12,2320738.01,0.9654787546666488,-4518037.21,-652047.6200000001,439134.56000000006,0.13857631255414393,0.8614236874427004,0,0,3348401.1293617026
2013-09-07,2468479.29,2187848.67,5,7,36,9,3,2013,250,1,0,0,430,0,-0.9164086366943458,-0.4002439388573056,-0.9749279121818236,-0.2225209339563146,-0.9164086366943458,-0.4002439388573056,0.733574004706797,-0.6796095788159788,0.3291915385199928,0.9442631682782295,2705040.33,3168900.6,6810100.27,2837188.07,3065089.0,4624825.33,-463860.27,-2794101.3899999997,-0.14637892712696632,-0.5080977236571382,4141253.0193766016,1512960.7590397939,6810100.27,2705040.33,4246235.923730007,1457062.026940386,6810100.27,2705040.33,4205094.334035158,1337857.308637761,6810100.27,1776113.02,0.9848181016650005,-4105059.9399999995,-360048.6699999999,2367475.06,2729766.04,8325085.12,4087795.83,4223344.7,4592718.95,-362290.98,-4880328.1899999995,-0.13271869262466174,-0.673352741742817,4202834.295568724,2220594.912307017,8325085.12,2367475.06,4694673.935256515,1921806.6438157598,8325085.12,2367475.06,4817783.440910844,1596665.3798267539,8325085.12,2320738.01,0.8723584916397609,-5957610.0600000005,-1855869.6400000001,337565.27,0.12479121521960898,0.8752087847766942,0,0,3780047.5385106383
2013-09-08,3056823.21,2611808.27,6,8,36,9,3,2013,251,1,0,0,431,0,-0.9231578729647039,-0.38442104726885545,-0.7818314824680299,0.6234898018587334,-0.9231578729647039,-0.38442104726885545,0.709762632639161,-0.7044409168334328,0.3774624838618099,0.926024877245138,2468479.29,2705040.33,6018993.92,3018860.44,2598855.08,3855254.64,-236561.04000000004,-4341620.9799999995,-0.08745194567949377,-0.637526733508727,3723059.5870324513,1441008.8813507347,6018993.92,2468479.29,4009201.70589934,1490408.0221663285,6810100.27,2468479.29,4093054.653774826,1349783.9074284688,6810100.27,1776113.02,0.9096041714443656,-3550514.63,-130375.79000000004,2187848.67,2367475.06,6937336.62,3945685.24,3418548.13,3797797.81,-179626.39000000013,-6137236.45,-0.07587255850543162,-0.737198042006326,3699087.8891765433,1862141.8981978197,6937336.62,2187848.67,4360430.566555646,2064033.524232395,8325085.12,2187848.67,4648110.229884339,1646599.0296670794,8325085.12,2187848.67,0.7958261973620689,-4749487.95,-1230699.46,280630.6200000001,0.11368562869282296,0.886314371303126,0,0,3918689.85375
